Verbatim,Species,Class,Order,Family,Genus,Epithet,Description.year,IUCN.2022.2,IUCN.2023.1,Assesement.year,Assesement.available.online,Red.Book,MADS.1912,MADS.0126,CITES,Endemic,Polygon,Polygon.name,Phylo.name,Notes
Alopoglossus angulatus,Alopoglossus angulatus,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,angulatus,1758,LC,LC,2014,2019,LC,No,No,No,No,Yes,Alopoglossus angulatus,Alopoglossus_angulatus,
Alopoglossus atriventris,Alopoglossus atriventris,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,atriventris,1973,LC,LC,2014,2019,LC,No,No,No,No,Yes,Alopoglossus atriventris,Alopoglossus_atriventris,
Alopoglossus avilapiresae,Alopoglossus avilapiresae,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,avilapiresae,2020,NE,NE,NA,NA,NE,No,No,No,No,No,NA,NA,
Alopoglossus bicolor,Alopoglossus bicolor,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,bicolor,1916,LC,LC,2014,2019,LC,No,No,No,Yes,Yes,Alopoglossus bicolor,Ptychoglossus_bicolor,
Alopoglossus bilineatus,Alopoglossus bilineatus,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,bilineatus,1890,NE,DD,2016,2017,NE,No,No,No,No,No,NA,Ptychoglossus_bilineatus,
Alopoglossus brevifrontalis,Alopoglossus brevifrontalis,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,brevifrontalis,1912,LC,LC,2014,2019,LC,No,No,No,No,Yes,Alopoglossus brevifrontalis,Ptychoglossus_brevifrontalis,
Alopoglossus buckleyi,Alopoglossus buckleyi,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,buckleyi,1881,LC,LC,2013,2016,LC,No,No,No,No,Yes,Alopoglossus buckleyi,Alopoglossus_buckleyi,
Alopoglossus copii,Alopoglossus copii,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,copii,1885,LC,LC,2014,2016,NE,No,No,No,No,Yes,Alopoglossus copii,Alopoglossus_copii,
Alopoglossus danieli,Alopoglossus danieli,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,danieli,1994,CR,CR,2013,2015,CR,CR,CR,No,Yes,Yes,Alopoglossus danieli,Ptychoglossus_danieli,
Alopoglossus embera,Alopoglossus embera,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,embera,2017,NE,NE,NA,NA,NE,No,No,No,Yes,No,NA,NA,
Alopoglossus eurylepis,Alopoglossus eurylepis,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,eurylepis,1985,NT,NT,2013,2015,NT,No,No,No,Yes,Yes,Alopoglossus eurylepis,Ptychoglossus_eurylepis,
Alopoglossus festae,Alopoglossus festae,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,festae,1896,LC,LC,2012,2015,LC,No,No,No,No,Yes,Alopoglossus festae,Ptychoglossus_festae,
Alopoglossus gorgonae,Alopoglossus gorgonae,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,gorgonae,1994,DD,DD,2013,2019,DD,No,No,No,No,Yes,Alopoglossus gorgonae,Ptychoglossus_gorgonae,
Alopoglossus grandisquamatus,Alopoglossus grandisquamatus,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,grandisquamatus,1985,DD,DD,2013,2019,DD,No,No,No,Yes,Yes,Alopoglossus grandisquamatus,Ptychoglossus_grandisquamatus,
Alopoglossus harrisi,Alopoglossus harrisi,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,harrisi,2020,LC,LC,2014,2016,LC,No,No,No,No,Yes,Alopoglossus harrisi,Alopoglossus_festae,
Alopoglossus lehmanni,Alopoglossus lehmanni,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,lehmanni,1984,CR,CR,2013,2019,DD,No,No,No,Yes,Yes,Alopoglossus lehmanni,Alopoglossus_lehmanni,
Alopoglossus myersi,Alopoglossus myersi,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,myersi,1994,LC,LC,2012,2014,NE,No,No,No,No,Yes,Alopoglossus myersi,Ptychoglossus_myersi,
Alopoglossus plicatus,Alopoglossus plicatus,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,plicatus,1949,LC,LC,2013,2015,LC,No,No,No,No,Yes,Alopoglossus plicatus,Ptychoglossus_plicatus,
Alopoglossus romaleos,Alopoglossus romaleos,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,romaleos,1994,DD,DD,2013,2015,DD,No,No,No,Yes,Yes,Alopoglossus romaleos,Ptychoglossus_romaleos,
Alopoglossus stenolepis,Alopoglossus stenolepis,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,stenolepis,1908,LC,LC,2013,2015,LC,No,No,No,Yes,Yes,Alopoglossus stenolepis,Ptychoglossus_stenolepis,
Alopoglossus vallensis,Alopoglossus vallensis,Reptilia,Gymnophthalmoidea,Alopoglossidae,Alopoglossus,vallensis,1994,LC,LC,2013,2015,LC,No,No,No,Yes,Yes,Alopoglossus vallensis,Ptychoglossus_vallensis,
Ameiva ameiva,Ameiva ameiva,Reptilia,Gymnophthalmoidea,Teiidae,Ameiva,ameiva,1758,LC,LC,2014,2019,LC,No,No,No,No,Yes,Ameiva ameiva,Ameiva_ameiva,
Ameiva bifrontata,Ameiva bifrontata,Reptilia,Gymnophthalmoidea,Teiidae,Ameiva,bifrontata,1862,LC,LC,2013,2016,LC,No,No,No,Yes,Yes,Ameiva bifrontata,Ameiva_bifrontata,
Ameiva fuliginosa,Ameiva fuliginosa,Reptilia,Gymnophthalmoidea,Teiidae,Ameiva,fuliginosa,1892,NE,NE,NA,NA,NE,No,No,No,No,No,NA,NA,
Ameiva praesignis,Ameiva praesignis,Reptilia,Gymnophthalmoidea,Teiidae,Ameiva,praesignis,1852,LC,LC,2013,2017,LC,No,No,No,Yes,Yes,Ameiva praesignis,Ameiva_praesignis,
Amerotyphlops brongersmianus,Amerotyphlops brongersmianus,Reptilia,Serpentes,Typhlopidae,Amerotyphlops,brongersmianus,1976,LC,LC,2015,2019,LC,No,No,No,No,Yes,Amerotyphlops brongersmianus,Amerotyphlops_brongersmianus,
Amerotyphlops minuisquamus,Amerotyphlops minuisquamus,Reptilia,Serpentes,Typhlopidae,Amerotyphlops,minuisquamus,1979,LC,LC,2013,2019,LC,No,No,No,No,Yes,Amerotyphlops minuisquamus,Amerotyphlops_minuisquamus,
Amerotyphlops reticulatus,Amerotyphlops reticulatus,Reptilia,Serpentes,Typhlopidae,Amerotyphlops,reticulatus,1758,LC,LC,2013,2019,LC,No,No,No,No,Yes,Amerotyphlops reticulatus,Amerotyphlops_reticulatus,
Amphisbaena alba,Amphisbaena alba,Reptilia,Amphisbaenia,Amphisbaenidae,Amphisbaena,alba,1758,LC,LC,2014,2019,LC,No,No,No,No,Yes,Amphisbaena alba,Amphisbaena_alba,
Amphisbaena elbakyanae,Amphisbaena elbakyanae,Reptilia,Amphisbaenia,Amphisbaenidae,Amphisbaena,elbakyanae,2021,NE,NE,NA,NA,NE,No,No,No,Yes,No,NA,NA,
Amphisbaena fuliginosa,Amphisbaena fuliginosa,Reptilia,Amphisbaenia,Amphisbaenidae,Amphisbaena,fuliginosa,1758,LC,LC,2015,2019,NE,No,No,No,No,Yes,Amphisbaena fuliginosa,Amphisbaena_fuliginosa,
Amphisbaena medemi,Amphisbaena medemi,Reptilia,Amphisbaenia,Amphisbaenidae,Amphisbaena,medemi,1977,DD,DD,2013,2016,DD,No,No,No,Yes,Yes,Amphisbaena medemi,Amphisbaena_medemi,
Amphisbaena spurelli,Amphisbaena spurelli,Reptilia,Amphisbaenia,Amphisbaenidae,Amphisbaena,spurelli,1915,NE,NE,NA,NA,DD,No,No,No,No,No,NA,Amphisbaena_spurelli,
Anadia altaserrania,Anadia altaserrania,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Anadia,altaserrania,1987,LC,LC,2013,2017,DD,No,No,No,Yes,Yes,Anadia altaserrania,Anadia_altaserrania,
Riama antioquensis,Riama antioquensis,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Riama,antioquensis,2013,VU,VU,2013,2017,VU,VU,VU,No,Yes,Yes,Riama antioquensis,Anadia_antioquensis,
Anadia bitaeniata,Anadia bitaeniata,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Anadia,bitaeniata,1903,LC,LC,2014,2016,NE,No,No,No,No,No,NA,Anadia_bitaeniata,
Anadia bogotensis,Anadia bogotensis,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Anadia,bogotensis,1863,NT,NT,2013,2017,VU,VU,VU,No,Yes,Yes,Anadia bogotensis,Anadia_bogotensis,
Anadia bumanguesa,Anadia bumanguesa,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Anadia,bumanguesa,2004,DD,DD,2013,2016,DD,No,No,No,Yes,Yes,Anadia bumanguesa,Anadia_bumanguesa,
Anadia marmorata,Anadia marmorata,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Anadia,marmorata,1846,LC,LC,2014,2016,NE,No,No,No,No,No,NA,Anadia_marmorata,
Anadia ocellata,Anadia ocellata,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Anadia,ocellata,1845,LC,LC,2013,2016,NT,No,No,No,No,Yes,Anadia ocellata,Anadia_ocellata,
Anadia pamplonensis,Anadia pamplonensis,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Anadia,pamplonensis,1944,EN,EN,2013,2016,EN,EN,EN,No,Yes,Yes,Anadia pamplonensis,Anadia_pamplonensis,
Anadia pulchella,Anadia pulchella,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Anadia,pulchella,1926,NT,NT,2013,2017,NT,No,No,No,Yes,Yes,Anadia pulchella,Anadia_pulchella,
Anadia rhombifera,Anadia rhombifera,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Anadia,rhombifera,1859,LC,LC,2013,2017,DD,No,No,No,Yes,Yes,Anadia rhombifera,Anadia_rhombifera,
Anadia vittata,Anadia vittata,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Anadia,vittata,1913,LC,LC,2013,2016,LC,No,No,No,Yes,Yes,Anadia vittata,Anadia_vittata,
Andinosaura afrania,Andinosaura afrania,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Andinosaura,afrania,2010,DD,DD,2013,2015,DD,No,No,No,Yes,Yes,Andinosaura afrania,Riama_afrania,
Andinosaura hyposticta,Andinosaura hyposticta,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Andinosaura,hyposticta,1902,DD,DD,2013,2017,DD,No,No,No,No,Yes,Andinosaura hyposticta,Riama_hyposticta,
Andinosaura laevis,Andinosaura laevis,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Andinosaura,laevis,1908,VU,VU,2013,2015,VU,VU,VU,No,Yes,Yes,Andinosaura laevis,Riama_laevis,
Andinosaura stellae,Andinosaura stellae,Reptilia,Gymnophthalmoidea,Gymnophthalmidae,Andinosaura,stellae,2010,DD,DD,2013,2015,DD,No,No,No,Yes,Yes,Andinosaura stellae,Riama_stellae,
Anilius scytale,Anilius scytale,Reptilia,Serpentes,Aniliidae,Anilius,scytale,1758,LC,LC,2013,2019,LC,No,No,No,No,Yes,Anilius scytale,Anilius_scytale,
Anolis aequatorialis,Anolis aequatorialis,Reptilia,Iguania,Anolidae,Anolis,aequatorialis,1894,LC,LC,2013,2020,LC,No,No,No,No,Yes,Anolis aequatorialis,Anolis_aequatorialis,
Anolis agassizi,Anolis agassizi,Reptilia,Iguania,Anolidae,Anolis,agassizi,1900,LC,LC,2013,2020,LC,No,No,No,No,No,NA,Anolis_agassizi,
Anolis anchicayae,Anolis anchicayae,Reptilia,Iguania,Anolidae,Anolis,anchicayae,2009,LC,LC,2013,2021,NT,No,No,No,No,Yes,Anolis anchicayae,Anolis_anchicayae,
Anolis anoriensis,Anolis anoriensis,Reptilia,Iguania,Anolidae,Anolis,anoriensis,2010,LC,LC,2013,2019,LC,No,No,No,Yes,Yes,Anolis anoriensis,Anolis_anoriensis,
Anolis antioquiae,Anolis antioquiae,Reptilia,Iguania,Anolidae,Anolis,antioquiae,1985,NT,NT,2013,2020,NT,No,No,No,Yes,Yes,Anolis antioquiae,Anolis_antioquiae,
Anolis antonii,Anolis antonii,Reptilia,Iguania,Anolidae,Anolis,antonii,1908,LC,LC,2013,2020,LC,No,No,No,Yes,Yes,Anolis antonii,Anolis_antonii,
Anolis apollinaris,Anolis apollinaris,Reptilia,Iguania,Anolidae,Anolis,apollinaris,1919,LC,LC,2013,2020,LC,No,No,No,Yes,Yes,Anolis apollinaris,Anolis_apollinaris,
Anolis auratus,Anolis auratus,Reptilia,Iguania,Anolidae,Anolis,auratus,1802,LC,LC,2014,2020,LC,No,No,No,No,Yes,Anolis auratus,Anolis_auratus,
Anolis binotatus,Anolis binotatus,Reptilia,Iguania,Anolidae,Anolis,binotatus,1863,LC,LC,2013,2020,NE,No,No,No,No,No,NA,Anolis_binotatus,
Anolis biporcatus,Anolis biporcatus,Reptilia,Iguania,Anolidae,Anolis,biporcatus,1834,LC,LC,2013,2021,LC,No,No,No,No,Yes,Anolis biporcatus,Anolis_biporcatus,
Anolis bombiceps,Anolis bombiceps,Reptilia,Iguania,Anolidae,Anolis,bombiceps,1875,LC,LC,2014,2020,LC,No,No,No,No,Yes,Anolis bombiceps,Anolis_bombiceps,
Anolis calimae,Anolis calimae,Reptilia,Iguania,Anolidae,Anolis,calimae,1983,VU,VU,2013,2020,EN,EN,EN,No,Yes,Yes,Anolis calimae,Anolis_calimae,
Anolis caquetae,Anolis caquetae,Reptilia,Iguania,Anolidae,Anolis,caquetae,1974,DD,DD,2013,2020,DD,No,No,No,Yes,Yes,Anolis caquetae,Anolis_caquetae,
Anolis chloris,Anolis chloris,Reptilia,Iguania,Anolidae,Anolis,chloris,1898,LC,LC,2013,2020,LC,No,No,No,No,Yes,Anolis chloris,Anolis_chloris,
Anolis concolor,Anolis concolor,Reptilia,Iguania,Anolidae,Anolis,concolor,1862,LC,LC,2013,2020,LC,No,No,No,No,Yes,Anolis concolor,Anolis_concolor,
Anolis danieli,Anolis danieli,Reptilia,Iguania,Anolidae,Anolis,danieli,1988,LC,LC,2013,2019,DD,No,No,No,Yes,Yes,Anolis danieli,Anolis_danieli,
Anolis dracula,Anolis dracula,Reptilia,Iguania,Anolidae,Anolis,dracula,2018,NE,NE,NA,NA,NE,No,No,No,No,No,NA,NA,
Anolis eulaemus,Anolis eulaemus,Reptilia,Iguania,Anolidae,Anolis,eulaemus,1908,LC,LC,2013,2020,LC,No,No,No,Yes,Yes,Anolis eulaemus,Anolis_eulaemus,
Anolis fasciatus,Anolis fasciatus,Reptilia,Iguania,Anolidae,Anolis,fasciatus,1885,LC,LC,2016,2020,NE,No,No,No,No,No,NA,Anolis_fasciatus,
Anolis festae,Anolis festae,Reptilia,Iguania,Anolidae,Anolis,festae,1904,NT,NT,2020,2021,NE,No,No,No,No,No,NA,Anolis_festae,
Anolis fitchi,Anolis fitchi,Reptilia,Iguania,Anolidae,Anolis,fitchi,1984,LC,LC,2013,2019,NE,No,No,No,No,Yes,Anolis fitchi,Anolis_fitchi,
Anolis fraseri,Anolis fraseri,Reptilia,Iguania,Anolidae,Anolis,fraseri,1859,LC,LC,2013,2020,LC,No,No,No,No,Yes,Anolis fraseri,Anolis_fraseri,
Anolis frenatus,Anolis frenatus,Reptilia,Iguania,Anolidae,Anolis,frenatus,1899,LC,LC,2013,2020,LC,No,No,No,No,Yes,Anolis frenatus,Anolis_frenatus,
